ID de transação,É novo usuário?,Parceiro,Data da transação,Valor da compra,Comissão da compra,Cashback da compra
110610,FALSE,B,2025-09-07,240.3,24.03,12.02
145940,TRUE,B,2025-09-25,378.07,37.81,18.9
106351,TRUE,A,2025-08-31,453.97,45.4,22.7
100610,FALSE,A,2025-09-11,165.87,16.59,8.29
134364,TRUE,B,2025-08-19,393.64,39.36,19.68
124368,FALSE,A,2025-08-13,185.25,18.53,9.26
147569,FALSE,A,2025-09-27,200.43,20.04,10.02
136847,FALSE,B,2025-08-05,206.04,20.6,10.3
124180,FALSE,A,2025-08-01,194.71,19.47,9.74
120942,FALSE,C,2025-09-09,197.7,19.77,9.88
139970,FALSE,C,2025-09-25,218.72,21.87,10.94
141792,FALSE,A,2025-09-24,210.22,21.02,10.51
117322,FALSE,B,2025-08-07,224.88,22.49,11.24
119560,TRUE,C,2025-08-05,456.52,45.65,22.83
133838,FALSE,A,2025-09-13,195.12,19.51,9.76
112442,TRUE,C,2025-08-10,509.66,50.97,25.48
141414,FALSE,C,2025-09-26,175.26,17.53,8.76
126265,FALSE,A,2025-08-14,189.63,18.96,9.48
124612,FALSE,B,2025-08-23,213.16,21.32,10.66
100771,FALSE,B,2025-09-12,180.7,18.07,9.04
127499,FALSE,B,2025-09-04,175.49,17.55,8.77
128017,FALSE,B,2025-08-08,208.99,20.9,10.45
133866,FALSE,A,2025-08-30,212.8,21.28,10.64
104226,FALSE,B,2025-09-07,237.85,23.78,11.89
145739,FALSE,C,2025-09-30,148.11,14.81,7.41
107997,FALSE,A,2025-08-07,175.24,17.52,8.76
136350,TRUE,B,2025-08-12,398.7,39.87,19.94
115130,FALSE,B,2025-08-07,218.16,21.82,10.91
106144,FALSE,C,2025-08-26,239.2,23.92,11.96
114121,TRUE,A,2025-08-20,418.93,41.89,20.95
142456,FALSE,B,2025-09-16,239.05,23.9,11.95
116209,FALSE,B,2025-08-09,178.64,17.86,8.93
145579,FALSE,C,2025-09-26,142.51,14.25,7.13
136504,TRUE,B,2025-09-09,349.59,34.96,17.48
139975,FALSE,B,2025-09-24,209.02,20.9,10.45
143238,FALSE,C,2025-09-17,198.9,19.89,9.94
149964,FALSE,B,2025-09-15,213.91,21.39,10.7
142093,FALSE,C,2025-09-27,178.84,17.88,8.94
122821,FALSE,B,2025-08-06,219.67,21.97,10.98
126549,FALSE,C,2025-09-01,199.26,19.93,9.96
108549,TRUE,C,2025-09-11,410.91,41.09,20.55
106715,TRUE,B,2025-08-25,402.06,40.21,20.1
124939,TRUE,A,2025-08-19,332.39,33.24,16.62
119395,FALSE,B,2025-09-14,175.21,17.52,8.76
112437,FALSE,C,2025-08-31,196.19,19.62,9.81
112757,FALSE,A,2025-08-27,226.7,22.67,11.34
128640,FALSE,C,2025-09-14,138.95,13.9,6.95
142047,FALSE,A,2025-09-28,147.91,14.79,7.4
133152,TRUE,C,2025-08-06,428.79,42.88,21.44
129145,TRUE,A,2025-09-13,361.62,36.16,18.08
148744,TRUE,B,2025-09-26,466.94,46.69,23.35
131585,FALSE,A,2025-09-07,192.94,19.29,9.65
139794,FALSE,A,2025-09-15,231.1,23.11,11.56
102121,TRUE,C,2025-08-26,476.74,47.67,23.84
131316,TRUE,A,2025-08-09,415.52,41.55,20.78
129946,FALSE,A,2025-08-07,211.75,21.18,10.59
119824,TRUE,A,2025-08-01,467.29,46.73,23.36
122872,FALSE,B,2025-09-01,235.86,23.59,11.79
104011,FALSE,A,2025-09-12,226.73,22.67,11.34
129768,TRUE,C,2025-08-23,475.95,47.6,23.8
114270,FALSE,B,2025-08-28,175.54,17.55,8.78
122439,TRUE,B,2025-09-14,497.36,49.74,24.87
138412,FALSE,A,2025-09-16,214.87,21.49,10.74
145238,FALSE,C,2025-09-21,167.03,16.7,8.35
147492,FALSE,C,2025-09-23,232.09,23.21,11.6
126989,FALSE,A,2025-09-06,157.14,15.71,7.86
126542,FALSE,C,2025-08-27,221.07,22.11,11.05
104515,TRUE,A,2025-08-15,421.36,42.14,21.07
124518,FALSE,C,2025-09-10,223.72,22.37,11.19
112700,FALSE,A,2025-09-13,208.37,20.84,10.42
145762,FALSE,A,2025-09-21,185.83,18.58,9.29
130258,FALSE,C,2025-09-03,211.12,21.11,10.56
141231,FALSE,C,2025-09-20,198.86,19.89,9.94
122884,TRUE,C,2025-09-10,414.41,41.44,20.72
128212,FALSE,C,2025-09-06,226.13,22.61,11.31
122915,TRUE,A,2025-08-28,425.35,42.54,21.27
146375,FALSE,B,2025-09-18,206.58,20.66,10.33
149768,FALSE,B,2025-09-27,228.72,22.87,11.44
107653,TRUE,C,2025-08-25,415.77,41.58,20.79
110201,FALSE,B,2025-09-05,172.03,17.2,8.6
104451,TRUE,B,2025-08-31,435.08,43.51,21.75
104731,FALSE,C,2025-09-12,199.61,19.96,9.98
118238,FALSE,A,2025-08-02,239.56,23.96,11.98
139810,TRUE,C,2025-09-15,244.02,24.4,12.2
147830,FALSE,C,2025-09-27,220.31,22.03,11.02
109399,FALSE,B,2025-08-24,177.85,17.78,8.89
108314,TRUE,C,2025-09-14,420.14,42.01,21.01
141072,TRUE,C,2025-09-24,460.43,46.04,23.02
132146,FALSE,C,2025-09-04,136.13,13.61,6.81
128981,FALSE,B,2025-08-08,221.76,22.18,11.09
102742,TRUE,A,2025-08-19,394.86,39.49,19.74
122894,TRUE,B,2025-08-29,457.29,45.73,22.86
107520,FALSE,A,2025-09-13,206.14,20.61,10.31
111096,FALSE,C,2025-08-18,192.22,19.22,9.61
128832,FALSE,C,2025-08-18,205.18,20.52,10.26
110752,FALSE,C,2025-09-14,204.22,20.42,10.21
145604,FALSE,C,2025-09-21,155.29,15.53,7.76
118404,TRUE,C,2025-09-08,379.94,37.99,19
111734,TRUE,B,2025-08-01,376.89,37.69,18.84
126916,TRUE,B,2025-08-03,418.96,41.9,20.95
119005,FALSE,B,2025-09-08,197.34,19.73,9.87
107425,TRUE,B,2025-08-23,478.1,47.81,23.9
148938,FALSE,B,2025-09-16,221.53,22.15,11.08
119557,TRUE,B,2025-09-02,509.06,50.91,25.45
103990,FALSE,A,2025-08-05,223.37,22.34,11.17
107746,FALSE,B,2025-09-13,236.04,23.6,11.8
123512,TRUE,A,2025-08-31,413.93,41.39,20.7
104658,FALSE,C,2025-08-23,182.17,18.22,9.11
105862,TRUE,C,2025-09-07,408.87,40.89,20.44
141277,FALSE,C,2025-09-25,215.73,21.57,10.79
105971,TRUE,C,2025-08-16,454.54,45.45,22.73
115420,FALSE,B,2025-08-29,169.85,16.98,8.49
139347,FALSE,B,2025-09-28,183.29,18.33,9.16
141821,FALSE,B,2025-09-28,175.01,17.5,8.75
116794,FALSE,C,2025-08-12,198.02,19.8,9.9
126268,FALSE,C,2025-08-21,199.13,19.91,9.96
141868,FALSE,B,2025-09-20,158.57,15.86,7.93
129720,FALSE,C,2025-08-13,209.5,20.95,10.48
104950,FALSE,A,2025-08-12,256.15,25.62,12.81
129151,FALSE,A,2025-08-04,189.8,18.98,9.49
120535,TRUE,C,2025-09-01,392.38,39.24,19.62
135549,FALSE,C,2025-09-03,216.24,21.62,10.81
120562,FALSE,C,2025-09-12,210.26,21.03,10.51
144300,FALSE,C,2025-09-19,208.42,20.84,10.42
128033,FALSE,C,2025-09-02,187.69,18.77,9.38
137780,FALSE,A,2025-09-16,191.41,19.14,9.57
107665,FALSE,B,2025-08-02,182.06,18.21,9.1
122952,TRUE,A,2025-08-18,455.68,45.57,22.78
119756,TRUE,B,2025-09-14,438.31,43.83,21.92
138049,FALSE,C,2025-09-29,192.25,19.23,9.61
121023,FALSE,A,2025-09-08,176.37,17.64,8.82
137524,FALSE,A,2025-09-18,153.8,15.38,7.69
109993,FALSE,A,2025-08-02,166.81,16.68,8.34
105992,TRUE,B,2025-08-17,362.17,36.22,18.11
127463,FALSE,C,2025-09-04,214.84,21.48,10.74
136678,FALSE,A,2025-08-16,163.81,16.38,8.19
135626,TRUE,B,2025-09-06,455.56,45.56,22.78
112315,FALSE,B,2025-08-27,235.24,23.52,11.76
143188,TRUE,C,2025-09-23,399.94,39.99,20
122571,TRUE,B,2025-08-12,304.43,30.44,15.22
108571,TRUE,C,2025-08-19,380.23,38.02,19.01
127225,FALSE,C,2025-08-09,210.75,21.08,10.54
113874,FALSE,A,2025-08-01,221.67,22.17,11.08
140916,FALSE,A,2025-09-19,173.25,17.32,8.66
139117,FALSE,A,2025-09-18,191,19.1,9.55
132678,FALSE,C,2025-08-16,178.3,17.83,8.92
113978,FALSE,B,2025-09-13,242.14,24.21,12.11
115913,FALSE,A,2025-08-30,224.08,22.41,11.2
139715,FALSE,B,2025-09-19,218.58,21.86,10.93
114551,TRUE,B,2025-09-05,410.41,41.04,20.52
140118,TRUE,A,2025-09-23,406.74,40.67,20.34
115454,TRUE,A,2025-08-16,361.05,36.11,18.05
128681,TRUE,B,2025-08-07,478.2,47.82,23.91
103833,TRUE,B,2025-09-10,336.75,33.68,16.84
130303,FALSE,C,2025-08-18,201.41,20.14,10.07
129282,TRUE,A,2025-09-11,397.68,39.77,19.88
120257,FALSE,B,2025-08-12,234.05,23.4,11.7
119391,FALSE,A,2025-08-13,203.29,20.33,10.16
126398,FALSE,B,2025-09-03,164.77,16.48,8.24
127031,FALSE,A,2025-08-05,192.66,19.27,9.63
136150,FALSE,A,2025-09-09,228.56,22.86,11.43
122732,TRUE,C,2025-08-16,378.14,37.81,18.91
138682,FALSE,B,2025-09-25,195.65,19.57,9.78
124790,TRUE,C,2025-08-14,399.86,39.99,19.99
102279,TRUE,C,2025-08-21,401.73,40.17,20.09
139876,FALSE,A,2025-09-20,216.93,21.69,10.85
138964,FALSE,B,2025-09-21,203.31,20.33,10.17
121268,FALSE,B,2025-09-05,159.92,15.99,8
124580,FALSE,A,2025-08-05,198.95,19.9,9.95
128124,TRUE,C,2025-09-09,410.08,41.01,20.5
128503,FALSE,A,2025-08-27,217.43,21.74,10.87
119730,FALSE,A,2025-08-15,230.8,23.08,11.54
102076,FALSE,A,2025-09-10,238.8,23.88,11.94
101104,TRUE,A,2025-09-12,349.42,34.94,17.47
107572,TRUE,B,2025-09-04,425.75,42.58,21.29
148514,TRUE,A,2025-09-17,399.6,39.96,19.98
129220,FALSE,B,2025-08-25,178.95,17.9,8.95
109002,FALSE,A,2025-09-13,182.67,18.27,9.13
121788,FALSE,A,2025-08-12,184.17,18.42,9.21
105224,TRUE,B,2025-09-09,409.95,41,20.5
140287,FALSE,A,2025-09-28,166.49,16.65,8.32
103029,TRUE,B,2025-09-02,403.09,40.31,20.15
147859,FALSE,C,2025-09-24,206.88,20.69,10.34
110865,TRUE,B,2025-08-17,444.56,44.46,22.23
124532,FALSE,A,2025-08-03,187.03,18.7,9.35
125788,FALSE,A,2025-09-13,193.55,19.36,9.68
103777,FALSE,C,2025-09-06,197.53,19.75,9.88
132656,FALSE,C,2025-08-20,188.75,18.88,9.44
141514,FALSE,B,2025-09-24,194.24,19.42,9.71
103108,TRUE,A,2025-08-07,378.35,37.84,18.92
103262,TRUE,C,2025-09-12,407.27,40.73,20.36
120079,FALSE,C,2025-09-08,214.61,21.46,10.73
101040,TRUE,C,2025-08-19,356.59,35.66,17.83
131377,FALSE,B,2025-09-01,230.78,23.08,11.54
145305,FALSE,A,2025-09-25,237.15,23.72,11.86
139513,TRUE,A,2025-09-25,431.74,43.17,21.59
131253,TRUE,C,2025-08-26,418.6,41.86,20.93
108168,TRUE,A,2025-08-20,422.19,42.22,21.11
115911,FALSE,B,2025-08-20,155.54,15.55,7.78
139292,FALSE,A,2025-09-15,208.27,20.83,10.41
103529,TRUE,A,2025-08-13,330.31,33.03,16.52
119427,FALSE,C,2025-09-02,219.01,21.9,10.95
121116,FALSE,B,2025-09-14,203.54,20.35,10.18
100262,FALSE,A,2025-09-10,198.41,19.84,9.92
135152,FALSE,B,2025-08-08,233.54,23.35,11.68
145880,FALSE,A,2025-09-25,210.32,21.03,10.52
110856,FALSE,A,2025-09-03,212.32,21.23,10.62
114752,FALSE,A,2025-09-12,142.04,14.2,7.1
135160,FALSE,A,2025-08-11,186.55,18.66,9.33
135186,TRUE,A,2025-08-06,492.56,49.26,24.63
109383,FALSE,B,2025-08-30,150.71,15.07,7.54
103175,TRUE,B,2025-09-11,387.68,38.77,19.38
115116,FALSE,B,2025-08-04,208.62,20.86,10.43
140254,FALSE,C,2025-09-15,229.99,23,11.5
132195,FALSE,B,2025-08-13,194.1,19.41,9.7
115426,FALSE,A,2025-08-18,213.52,21.35,10.68
136724,TRUE,C,2025-09-08,387.95,38.8,19.4
124585,FALSE,B,2025-09-04,195.69,19.57,9.78
102857,TRUE,A,2025-09-03,474.51,47.45,23.73
141223,FALSE,B,2025-09-26,176.81,17.68,8.84
138898,FALSE,C,2025-09-21,248.19,24.82,12.41
113618,FALSE,B,2025-08-12,209.08,20.91,10.45
145424,FALSE,B,2025-09-24,227.42,22.74,11.37
107150,FALSE,C,2025-09-05,187.15,18.72,9.36
140836,FALSE,A,2025-09-28,215.24,21.52,10.76
120762,FALSE,C,2025-08-10,195.03,19.5,9.75
146789,FALSE,B,2025-09-22,204.45,20.44,10.22
143614,FALSE,C,2025-09-26,225.8,22.58,11.29
122920,TRUE,A,2025-08-23,368.84,36.88,18.44
117451,FALSE,A,2025-08-14,220.48,22.05,11.02
136841,FALSE,C,2025-08-30,237.24,23.72,11.86
122572,TRUE,A,2025-08-23,452.23,45.22,22.61
115113,FALSE,C,2025-09-10,213.44,21.34,10.67
119857,TRUE,C,2025-09-12,417.69,41.77,20.88
148510,FALSE,B,2025-09-29,208.91,20.89,10.45
122066,TRUE,C,2025-08-26,405.56,40.56,20.28
129824,FALSE,B,2025-08-27,212.13,21.21,10.61
140031,FALSE,B,2025-09-26,206.08,20.61,10.3
147475,FALSE,A,2025-09-28,188.51,18.85,9.43
117177,TRUE,C,2025-08-06,339.12,33.91,16.96
122353,TRUE,A,2025-08-27,407.91,40.79,20.4
128007,FALSE,A,2025-08-04,212.77,21.28,10.64
100227,FALSE,C,2025-08-29,224.28,22.43,11.21
139069,FALSE,C,2025-09-18,177.43,17.74,8.87
123929,FALSE,C,2025-08-15,200.57,20.06,10.03
111398,TRUE,B,2025-09-10,447.08,44.71,22.35
118713,FALSE,B,2025-08-22,208.44,20.84,10.42
143833,FALSE,B,2025-09-29,230.87,23.09,11.54
144460,FALSE,C,2025-09-22,186.05,18.6,9.3
129196,FALSE,B,2025-08-25,193.2,19.32,9.66
100374,TRUE,A,2025-09-08,446.41,44.64,22.32
131301,TRUE,C,2025-08-15,400.81,40.08,20.04
125147,FALSE,B,2025-09-05,181.51,18.15,9.08
109665,FALSE,A,2025-08-20,191.48,19.15,9.57
136892,TRUE,C,2025-08-06,358.32,35.83,17.92
130859,TRUE,A,2025-08-14,350.41,35.04,17.52
135755,TRUE,B,2025-08-13,348.23,34.82,17.41
143983,FALSE,B,2025-09-27,179.47,17.95,8.97
140560,FALSE,C,2025-09-18,171.26,17.13,8.56
106039,FALSE,A,2025-09-12,183.02,18.3,9.15
118282,TRUE,C,2025-08-29,432.14,43.21,21.61
135031,FALSE,C,2025-09-05,183.01,18.3,9.15
143069,FALSE,A,2025-09-20,182.29,18.23,9.11
131957,TRUE,B,2025-08-01,321.8,32.18,16.09
138672,FALSE,C,2025-09-28,191.94,19.19,9.6
104245,FALSE,C,2025-08-16,242.19,24.22,12.11
123637,TRUE,C,2025-08-03,401.58,40.16,20.08
128777,FALSE,A,2025-08-20,127.56,12.76,6.38
117919,FALSE,C,2025-08-03,205.26,20.53,10.26
118857,FALSE,A,2025-08-31,170.93,17.09,8.55
103786,TRUE,B,2025-08-12,432.01,43.2,21.6
124119,TRUE,A,2025-09-10,385.47,38.55,19.27
103410,TRUE,A,2025-08-08,415.92,41.59,20.8
126011,TRUE,B,2025-08-16,343.18,34.32,17.16
125297,TRUE,C,2025-08-02,431.56,43.16,21.58
114660,FALSE,A,2025-08-30,209.78,20.98,10.49
125629,FALSE,B,2025-08-04,200.37,20.04,10.02
105770,TRUE,B,2025-08-05,338.65,33.86,16.93
134327,TRUE,A,2025-09-11,370.38,37.04,18.52
113217,FALSE,C,2025-09-09,217.42,21.74,10.87
124665,FALSE,B,2025-08-03,163.86,16.39,8.19
127373,TRUE,A,2025-09-02,412.62,41.26,20.63
139167,FALSE,B,2025-09-20,192.33,19.23,9.62
102166,TRUE,B,2025-08-16,363.7,36.37,18.18
109633,FALSE,A,2025-08-14,194.54,19.45,9.73
106597,FALSE,C,2025-08-06,172.82,17.28,8.64
147837,FALSE,B,2025-09-25,213.67,21.37,10.68
112169,FALSE,C,2025-08-18,233.18,23.32,11.66
146836,FALSE,B,2025-09-17,184.54,18.45,9.23
122603,FALSE,C,2025-09-09,174.15,17.42,8.71
135575,TRUE,B,2025-08-13,398.28,39.83,19.91
100219,FALSE,C,2025-08-30,208.45,20.84,10.42
113786,TRUE,A,2025-08-23,398.54,39.85,19.93
116873,TRUE,C,2025-08-09,388.19,38.82,19.41
125852,FALSE,C,2025-08-23,155.97,15.6,7.8
137667,FALSE,B,2025-09-29,170.67,17.07,8.53
134634,TRUE,A,2025-09-13,391.71,39.17,19.59
139736,FALSE,B,2025-09-24,159.39,15.94,7.97
124027,TRUE,B,2025-08-15,425.54,42.55,21.28
147234,FALSE,A,2025-09-24,214.11,21.41,10.71
122262,TRUE,A,2025-09-07,485.57,48.56,24.28
101684,FALSE,A,2025-09-07,212.43,21.24,10.62
115343,FALSE,C,2025-08-13,227.19,22.72,11.36
115425,TRUE,B,2025-09-09,361.94,36.19,18.1
110334,FALSE,A,2025-09-03,207.85,20.78,10.39
100048,TRUE,A,2025-08-11,407.46,40.75,20.37
112913,FALSE,A,2025-09-06,186.5,18.65,9.33
124969,FALSE,B,2025-08-23,175.99,17.6,8.8
100595,TRUE,B,2025-08-17,356.81,35.68,17.84
119588,FALSE,B,2025-09-12,185.09,18.51,9.25
117948,FALSE,B,2025-09-13,143.65,14.37,7.18
133372,FALSE,B,2025-08-29,172.6,17.26,8.63
125750,FALSE,C,2025-09-02,196.84,19.68,9.84
140360,FALSE,B,2025-09-24,164.67,16.47,8.23
100186,TRUE,A,2025-09-11,383.4,38.34,19.17
130993,TRUE,C,2025-08-10,367.67,36.77,18.38
119356,FALSE,A,2025-08-13,189.43,18.94,9.47
142213,FALSE,B,2025-09-17,206.54,20.65,10.33
117315,FALSE,B,2025-08-16,196.96,19.7,9.85
128219,FALSE,B,2025-09-08,196.17,19.62,9.81
139324,FALSE,B,2025-09-24,165.47,16.55,8.27
103512,TRUE,C,2025-09-06,391.95,39.2,19.6
129748,TRUE,A,2025-08-28,465.79,46.58,23.29
144315,FALSE,A,2025-09-20,212.36,21.24,10.62
110560,FALSE,B,2025-08-19,178.27,17.83,8.91
124144,TRUE,C,2025-08-16,481.13,48.11,24.06
113012,TRUE,B,2025-09-01,376.06,37.61,18.8
100608,FALSE,B,2025-08-25,213.56,21.36,10.68
112880,FALSE,A,2025-09-08,256.1,25.61,12.81
122736,FALSE,A,2025-09-03,227.08,22.71,11.35
145452,FALSE,B,2025-09-23,194.56,19.46,9.73
125142,FALSE,C,2025-08-23,179.1,17.91,8.96
137974,FALSE,A,2025-09-29,195.64,19.56,9.78
114517,FALSE,A,2025-08-15,188.35,18.84,9.42
110171,FALSE,C,2025-08-01,201.56,20.16,10.08
136506,TRUE,C,2025-08-19,404.77,40.48,20.24
144385,FALSE,C,2025-09-24,237.15,23.72,11.86
144765,FALSE,A,2025-09-22,181.06,18.11,9.05
116953,FALSE,C,2025-08-27,172.78,17.28,8.64
149993,TRUE,B,2025-09-17,283.39,28.34,14.17
142831,FALSE,C,2025-09-15,228.22,22.82,11.41
104815,FALSE,A,2025-08-31,255.37,25.54,12.77
139735,FALSE,A,2025-09-25,182.78,18.28,9.14
102891,FALSE,B,2025-08-11,196.16,19.62,9.81
112815,FALSE,B,2025-08-25,160.26,16.03,8.01
115401,FALSE,B,2025-09-03,186.77,18.68,9.34
142348,FALSE,A,2025-09-29,161.72,16.17,8.09
139333,FALSE,A,2025-09-19,257.91,25.79,12.9
107873,FALSE,B,2025-08-09,174.95,17.5,8.75
128743,FALSE,A,2025-08-11,208.64,20.86,10.43
136062,TRUE,B,2025-08-01,366.38,36.64,18.32
104292,TRUE,C,2025-09-02,389.7,38.97,19.48
137507,FALSE,B,2025-09-25,185.22,18.52,9.26
137093,FALSE,C,2025-08-02,170.58,17.06,8.53
109102,FALSE,C,2025-08-08,214.1,21.41,10.7
128218,FALSE,B,2025-09-01,201.21,20.12,10.06
119895,FALSE,B,2025-09-04,188.55,18.86,9.43
100183,FALSE,B,2025-08-30,164.64,16.46,8.23
135128,FALSE,C,2025-09-13,163.94,16.39,8.2
106107,FALSE,A,2025-09-06,213.96,21.4,10.7
103355,FALSE,C,2025-08-15,242.38,24.24,12.12
147566,FALSE,A,2025-09-24,212.5,21.25,10.62
107099,TRUE,B,2025-08-09,475.21,47.52,23.76
139827,FALSE,B,2025-09-25,243.48,24.35,12.17
149730,FALSE,C,2025-09-24,223.16,22.32,11.16
147180,FALSE,B,2025-09-27,199.95,20,10
134068,TRUE,A,2025-08-01,398.83,39.88,19.94
135838,TRUE,C,2025-08-22,401.94,40.19,20.1
138720,FALSE,C,2025-09-15,230,23,11.5
133373,FALSE,C,2025-08-13,188.86,18.89,9.44
125622,FALSE,C,2025-08-29,238.98,23.9,11.95
138784,FALSE,B,2025-09-17,224.88,22.49,11.24
123090,TRUE,B,2025-08-19,456.37,45.64,22.82
123483,FALSE,B,2025-08-26,214.86,21.49,10.74
144071,FALSE,B,2025-09-17,184.4,18.44,9.22
132807,TRUE,C,2025-08-09,402.34,40.23,20.12
145119,FALSE,C,2025-09-25,192.32,19.23,9.62
136904,FALSE,B,2025-08-13,170.25,17.03,8.51
124846,TRUE,C,2025-08-07,463.77,46.38,23.19
136254,TRUE,B,2025-08-06,354.93,35.49,17.75
130047,TRUE,C,2025-08-29,368.47,36.85,18.42
103286,TRUE,C,2025-09-12,387.93,38.79,19.4
122420,TRUE,C,2025-08-30,351.22,35.12,17.56
147404,FALSE,A,2025-09-25,208.32,20.83,10.42
113535,TRUE,C,2025-08-07,415.42,41.54,20.77
134941,FALSE,A,2025-08-17,190.65,19.07,9.53
128620,TRUE,C,2025-08-09,409.55,40.96,20.48
106407,FALSE,A,2025-08-26,214.72,21.47,10.74
102869,FALSE,C,2025-09-13,178.79,17.88,8.94
149907,FALSE,B,2025-09-20,235.81,23.58,11.79
101564,TRUE,A,2025-09-13,425.65,42.56,21.28
113861,TRUE,C,2025-09-04,320.4,32.04,16.02
122308,FALSE,C,2025-09-13,192.04,19.2,9.6
125167,FALSE,C,2025-09-01,213.01,21.3,10.65
143559,FALSE,B,2025-09-30,156.43,15.64,7.82
118715,FALSE,B,2025-08-13,173.24,17.32,8.66
124371,FALSE,B,2025-08-31,176.3,17.63,8.82
112301,FALSE,B,2025-08-31,175.09,17.51,8.75
101043,FALSE,B,2025-09-08,255.86,25.59,12.79
143233,FALSE,A,2025-09-21,197.67,19.77,9.88
102472,TRUE,C,2025-08-20,454.88,45.49,22.74
121849,FALSE,B,2025-08-27,211.65,21.17,10.58
128786,TRUE,B,2025-08-14,388.96,38.9,19.45
111472,FALSE,B,2025-09-05,143.86,14.39,7.19
111304,FALSE,C,2025-08-15,172.49,17.25,8.62
141780,FALSE,A,2025-09-18,206.7,20.67,10.34
108085,FALSE,C,2025-08-13,189.71,18.97,9.49
148988,FALSE,C,2025-09-24,204.7,20.47,10.24
148907,FALSE,A,2025-09-19,199.71,19.97,9.99
133100,TRUE,B,2025-08-08,466.1,46.61,23.31
146593,FALSE,C,2025-09-21,216.48,21.65,10.82
128751,TRUE,B,2025-08-22,340.21,34.02,17.01
113338,TRUE,A,2025-08-15,440.3,44.03,22.02
135901,FALSE,B,2025-08-25,253.12,25.31,12.66
126380,TRUE,B,2025-08-04,355.2,35.52,17.76
135261,TRUE,B,2025-08-30,496.17,49.62,24.81
135449,TRUE,C,2025-08-02,415.61,41.56,20.78
129776,FALSE,C,2025-09-07,225.97,22.6,11.3
122354,TRUE,B,2025-08-06,431.41,43.14,21.57
100009,FALSE,A,2025-08-25,199.2,19.92,9.96
110442,TRUE,B,2025-08-11,481.25,48.12,24.06
121238,TRUE,B,2025-08-16,366.74,36.67,18.34
140979,FALSE,A,2025-09-22,206.38,20.64,10.32
107380,FALSE,A,2025-08-11,214.81,21.48,10.74
124887,FALSE,A,2025-08-02,207.97,20.8,10.4
147635,FALSE,B,2025-09-22,204.64,20.46,10.23
131519,FALSE,A,2025-09-09,182.76,18.28,9.14
104104,FALSE,A,2025-09-14,207.03,20.7,10.35
120418,TRUE,C,2025-08-18,443.22,44.32,22.16
127748,FALSE,A,2025-08-22,191.47,19.15,9.57
103933,TRUE,A,2025-08-11,358.17,35.82,17.91
128740,FALSE,C,2025-09-05,178.44,17.84,8.92
126189,TRUE,B,2025-08-26,333.69,33.37,16.68
128386,TRUE,C,2025-08-28,335.03,33.5,16.75
146172,FALSE,B,2025-09-27,227.51,22.75,11.38
135344,FALSE,B,2025-09-01,210.28,21.03,10.51
122977,FALSE,A,2025-08-04,181.3,18.13,9.07
122518,FALSE,C,2025-09-05,213.09,21.31,10.65
136490,TRUE,B,2025-08-10,405.81,40.58,20.29
132353,FALSE,C,2025-08-23,179.88,17.99,8.99
112654,FALSE,B,2025-09-13,228.57,22.86,11.43
108968,FALSE,A,2025-09-09,185.93,18.59,9.3
136718,FALSE,C,2025-08-25,193.54,19.35,9.68
102306,FALSE,B,2025-08-31,191.47,19.15,9.57
102584,FALSE,B,2025-09-12,189.57,18.96,9.48
126049,TRUE,A,2025-08-21,353.46,35.35,17.67
148100,FALSE,C,2025-09-25,180.01,18,9
146675,FALSE,A,2025-09-27,185.53,18.55,9.28
132249,FALSE,A,2025-08-16,202.66,20.27,10.13
100842,TRUE,C,2025-08-16,330.68,33.07,16.53
140095,TRUE,A,2025-09-23,310.11,31.01,15.51
125583,TRUE,A,2025-08-10,454.4,45.44,22.72
145732,FALSE,C,2025-09-29,150.55,15.06,7.53
104563,FALSE,A,2025-08-27,217.06,21.71,10.85
122351,FALSE,B,2025-09-01,238.24,23.82,11.91
105004,FALSE,C,2025-08-28,222.76,22.28,11.14
110684,TRUE,C,2025-08-23,373.4,37.34,18.67
116887,FALSE,C,2025-08-07,212.83,21.28,10.64
138569,FALSE,C,2025-09-24,195.53,19.55,9.78
115440,TRUE,A,2025-08-24,250.62,25.06,12.53
139933,FALSE,B,2025-09-19,202.69,20.27,10.13
144894,FALSE,C,2025-09-28,224.87,22.49,11.24
143158,FALSE,C,2025-09-17,233.23,23.32,11.66
132555,FALSE,B,2025-08-30,201.5,20.15,10.08
110333,FALSE,B,2025-09-13,220.88,22.09,11.04
119831,FALSE,C,2025-09-01,182.74,18.27,9.14
144203,FALSE,C,2025-09-23,187.98,18.8,9.4
101229,FALSE,C,2025-08-31,133.06,13.31,6.65
107868,FALSE,B,2025-09-03,239.5,23.95,11.98
128977,FALSE,A,2025-08-30,236.17,23.62,11.81
146970,FALSE,A,2025-09-22,182.75,18.28,9.14
121578,FALSE,B,2025-09-05,175.67,17.57,8.78
103184,FALSE,A,2025-08-04,180.31,18.03,9.02
137610,FALSE,C,2025-09-18,225.44,22.54,11.27
123651,FALSE,B,2025-08-27,195.07,19.51,9.75
143145,FALSE,A,2025-09-27,227.83,22.78,11.39
148646,FALSE,B,2025-09-20,199.86,19.99,9.99
122618,FALSE,A,2025-09-12,227.08,22.71,11.35
133794,FALSE,A,2025-08-17,173.93,17.39,8.7
122372,FALSE,B,2025-08-29,171.96,17.2,8.6
136618,FALSE,A,2025-09-03,229.02,22.9,11.45
